collection,encoder,family,training_equal_token_n_transactions,training_equal_token_n_tokens,training_equal_token_rmse,training_equal_token_mae,training_equal_token_r2,training_equal_token_target_sd,training_transaction_rmse,training_transaction_mae,training_transaction_r2,training_transaction_target_sd
MAYC,SAM,Ridge,95207,9568,0.7306037350230314,0.1684218920874346,0.03180121196243213,0.7425054073221995,0.5487041851156991,0.1080549734383301,0.017304453770574324,0.5535142152344568
MAYC,SAM,ElasticNet,95207,9568,0.7308926920057809,0.1690915658215837,0.031035206775829605,0.7425054073221995,0.5489398078135846,0.10859069191006583,0.016460300958178853,0.5535142152344568
MAYC,SAM,PLS,95207,9568,0.7307528892578153,0.16881965918506583,0.03140585211599467,0.7425054073221995,0.5488177262025133,0.10829131404609886,0.016897721446066494,0.5535142152344568
MAYC,SAM,LinearSVR,95207,9568,0.7306892412654417,0.16888570301941852,0.03157457231964078,0.7425054073221995,0.5487263557546834,0.10824438606729181,0.01722503965661437,0.5535142152344568
MAYC,SAM,HistGradientBoosting,95207,9568,0.7285678050923777,0.1625752666507049,0.03718973738390907,0.7425054073221995,0.5464774217046511,0.10321766070294723,0.025264263020074784,0.5535142152344568
MAYC,SAM,XGBoost,95207,9568,0.7278580896914612,0.16264161351640496,0.03906461696802599,0.7425054073221995,0.546472201496649,0.10365669964397091,0.02528288519471178,0.5535142152344568
MAYC,SAM,LightGBM,95207,9568,0.7262598319133049,0.15715569925630368,0.04328009870554128,0.7425054073221995,0.5451649862708015,0.10081681239755633,0.02994054604498453,0.5535142152344568
MAYC,SDXL_VAE,OLS,95207,9568,0.7305467145389636,0.16799235104465282,0.03195233358029537,0.7425054073221995,0.5482047145992415,0.1070642053957176,0.019092681642184917,0.5535142152344568
MAYC,SDXL_VAE,Ridge,95207,9568,0.7301468199495904,0.16779839477488612,0.03301184439375959,0.7425054073221995,0.5481870101398313,0.10715694980648953,0.019156038096126538,0.5535142152344568
MAYC,SDXL_VAE,ElasticNet,95207,9568,0.7301755693266211,0.16795319135063608,0.0329356929852328,0.7425054073221995,0.54825205926418,0.10729882850433468,0.018923245909622022,0.5535142152344568
MAYC,SDXL_VAE,PLS,95207,9568,0.7300493285805262,0.1679036291206587,0.03327005740730182,0.7425054073221995,0.5482441528055992,0.10735324840786807,0.018951542335173266,0.5535142152344568
