collection,encoder,family,encoder_learner_selected_pre2025,overall_selected_pre2025,selected_config,pre2025_validation_transaction_rmse,evaluation_equal_token_n_transactions,evaluation_equal_token_n_tokens,evaluation_equal_token_rmse,evaluation_equal_token_mae,evaluation_equal_token_r2,evaluation_equal_token_target_sd,evaluation_transaction_rmse,evaluation_transaction_mae,evaluation_transaction_r2,evaluation_transaction_target_sd
MAYC,SigLIP2,PLS,True,False,"{""components"": 32}",0.4018699789455712,13019,2492,0.200810974177634,0.10967849854346981,0.32008195574196063,0.24353375185129997,0.166108276874463,0.09035723891388903,0.24490043429818809,0.19115654080030414
MAYC,SigLIP2,LinearSVR,False,False,"{""C"": 0.01, ""epsilon"": 0.1}",0.4022216514514649,13019,2492,0.202475180638349,0.11051801314274408,0.3087657145013647,0.24353375185129997,0.16713772187285592,0.09081224280127223,0.23551207362024185,0.19115654080030414
MAYC,SigLIP2,HistGradientBoosting,False,False,"{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.4023538722678342,13019,2492,0.20873478727934208,0.11301793321557423,0.2653654519057629,0.24353375185129997,0.16797494958771828,0.09183473118944684,0.22783393195792478,0.19115654080030414
MAYC,SigLIP2,XGBoost,False,False,"{""l2_regularization"": 10, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.40235012055071573,13019,2492,0.20521272315640257,0.11236831678314349,0.28994784813307506,0.24353375185129997,0.16716120147570293,0.09156551370943226,0.2352972671301713,0.19115654080030414
MAYC,SigLIP2,LightGBM,False,False,"{""l2_regularization"": 10, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",0.4031513444167292,13019,2492,0.2113182844960762,0.11441824210802956,0.24706786392856794,0.24353375185129997,0.16901995293326852,0.09248397065500596,0.21819646977779494,0.19115654080030414
MAYC,SAM,OLS,True,False,{},0.4018827551226397,13019,2492,0.19985388850837735,0.10873970544416159,0.3265476289730299,0.24353375185129997,0.16488234080472072,0.08987306090138217,0.25600509212025124,0.19115654080030414
MAYC,SAM,Ridge,False,False,"{""alpha"": 0.01}",0.40188413749938817,13019,2492,0.19984578837939013,0.10873524459799025,0.32660221825888747,0.24353375185129997,0.16487773981959597,0.08986882631832867,0.2560466133859852,0.19115654080030414
MAYC,SAM,ElasticNet,False,False,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",0.40207430766213503,13019,2492,0.19994047632214243,0.10858294146160313,0.32596394855446187,0.24353375185129997,0.16480184035044418,0.08926883843998659,0.2567313955832269,0.19115654080030414
MAYC,SAM,PLS,False,False,"{""components"": 64}",0.4019574762015036,13019,2492,0.2000604978720342,0.10857678059766945,0.32515447631245853,0.24353375185129997,0.16505899548755393,0.08965458073582135,0.2544100081241536,0.19115654080030414
MAYC,SAM,LinearSVR,False,False,"{""C"": 1, ""epsilon"": 0.1}",0.4020557045118142,13019,2492,0.20028948150968173,0.10915568519396757,0.3236087736969919,0.24353375185129997,0.16510664589369675,0.09004071297143675,0.253979461530631,0.19115654080030414
MAYC,SAM,HistGradientBoosting,False,False,"{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.4025648809103552,13019,2492,0.20821425646541325,0.11297403875712325,0.2690248622107634,0.24353375185129997,0.16736716875352584,0.09132181471788085,0.23341165285160015,0.19115654080030414
MAYC,SAM,XGBoost,False,False,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",0.4023377159356255,13019,2492,0.206240694574011,0.11224006302549358,0.28281630694925164,0.24353375185129997,0.16761295640895654,0.0910151072444999,0.23115844746060155,0.19115654080030414
MAYC,SAM,LightGBM,False,False,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}",0.4036813321062966,13019,2492,0.2128023690477436,0.11622176490519961,0.23645506961280804,0.24353375185129997,0.1709443985688663,0.09417604711904386,0.20029203147648722,0.19115654080030414
MAYC,SDXL_VAE,OLS,False,False,{},0.40234809584274944,13019,2492,0.20577591139834595,0.11163635539978137,0.28604514899700895,0.24353375185129997,0.16889268080377004,0.09159142195519951,0.2193734235747401,0.19115654080030414
MAYC,SDXL_VAE,Ridge,False,False,"{""alpha"": 1000}",0.40199332604775695,13019,2492,0.20500946672736178,0.11099800083958433,0.2913537179951815,0.24353375185129997,0.16836256966470042,0.09111873021795133,0.22426610933989388,0.19115654080030414
MAYC,SDXL_VAE,ElasticNet,True,False,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",0.4019699300711379,13019,2492,0.20385070779736394,0.11056325730975064,0.29934193004310716,0.24353375185129997,0.16753926049810644,0.0907889941851148,0.2318343859263845,0.19115654080030414
MAYC,SDXL_VAE,PLS,False,False,"{""components"": 8}",0.4021147118743913,13019,2492,0.20534862811726942,0.11113059581309791,0.2890070530154233,0.24353375185129997,0.1688240832600095,0.09126975899054982,0.22000741423346193,0.19115654080030414
