collection,encoder,family,training_equal_token_n_transactions,training_equal_token_n_tokens,training_equal_token_rmse,training_equal_token_mae,training_equal_token_r2,training_equal_token_target_sd,training_transaction_rmse,training_transaction_mae,training_transaction_r2,training_transaction_target_sd
MAYC,SAM,XGBoost,95207,9568,0.7268476744797979,0.15905257124764266,0.04173071303372611,0.7425054073221995,0.5453295149449047,0.10114785420909157,0.029354937344859056,0.5535142152344569
MAYC,SAM,LightGBM,95207,9568,0.728285540193175,0.16134165321172445,0.03793562512462312,0.7425054073221995,0.5456664318414848,0.1015856841045102,0.028155193940276102,0.5535142152344569
MAYC,SDXL_VAE,OLS,95207,9568,0.7302968078527734,0.16857070298380353,0.03261452314626789,0.7425054073221995,0.5483809721585631,0.10766735710608355,0.018461821967950653,0.5535142152344569
MAYC,SDXL_VAE,Ridge,95207,9568,0.7302968094350542,0.16857070608700025,0.03261451895434109,0.7425054073221995,0.5483809723680471,0.10766735779100747,0.018461821218046626,0.5535142152344569
MAYC,SDXL_VAE,ElasticNet,95207,9568,0.7303686410098185,0.16866428056970664,0.032424206634609765,0.7425054073221995,0.5483930574044674,0.10768910958318186,0.018418559121289868,0.5535142152344569
MAYC,SDXL_VAE,PLS,95207,9568,0.7302965759084998,0.16856890124817334,0.03261513763474344,0.7425054073221995,0.5483809427786364,0.10766721926114221,0.018461927141253387,0.5535142152344569
MAYC,SDXL_VAE,LinearSVR,95207,9568,0.7303130367094127,0.16893651301434914,0.0325715276559686,0.7425054073221995,0.5483644110875918,0.10787062814439025,0.018521105855604847,0.5535142152344569
MAYC,SDXL_VAE,HistGradientBoosting,95207,9568,0.7251113453413077,0.15709429101925937,0.0463035652995043,0.7425054073221995,0.5450939761782324,0.10101048524980243,0.030193238448706694,0.5535142152344569
MAYC,SDXL_VAE,XGBoost,95207,9568,0.7253546067182473,0.15734799669919292,0.04566356311279485,0.7425054073221995,0.5451098441802901,0.10105613493045146,0.030136774351321338,0.5535142152344569
MAYC,SDXL_VAE,LightGBM,95207,9568,0.7260941195126032,0.15873711741970709,0.04371664292130495,0.7425054073221995,0.5454005342595659,0.10147256671820658,0.029102102924644324,0.5535142152344569
