collection,encoder,family,encoder_learner_selected_pre2025,selected_config,pre2025_validation_transaction_rmse,evaluation_equal_token_n_transactions,evaluation_equal_token_n_tokens,evaluation_equal_token_rmse,evaluation_equal_token_mae,evaluation_equal_token_r2,evaluation_equal_token_target_sd,evaluation_transaction_rmse,evaluation_transaction_mae,evaluation_transaction_r2,evaluation_transaction_target_sd
MAYC,DreamSim,LinearSVR,False,"{""C"": 1, ""epsilon"": 0.1}",0.4040044418670275,13019,2492,0.21115094991654926,0.1149802894166887,0.24825982608016572,0.24353375185129997,0.16957081915623515,0.09280987881686334,0.21309209051164812,0.19115654080030414
MAYC,DreamSim,HistGradientBoosting,False,"{""l2_regularization"": 10, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}",0.4037622893248097,13019,2492,0.21311297346064864,0.11834909453848624,0.23422451640518205,0.24353375185129997,0.17208641708485634,0.09696271898001851,0.18957121267996146,0.19115654080030414
MAYC,DreamSim,XGBoost,True,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",0.4034599806500718,13019,2492,0.2137749204023311,0.11748919419576248,0.22946000139182543,0.24353375185129997,0.17071445648109546,0.09470563814608292,0.20244200358413533,0.19115654080030414
MAYC,DreamSim,LightGBM,False,"{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.4036474521179588,13019,2492,0.21358961023691012,0.11755823725530054,0.23079530308454788,0.24353375185129997,0.17086107572976245,0.09480448057629162,0.20107143927660942,0.19115654080030414
MAYC,AIM,OLS,False,{},0.4044094564043384,13019,2492,0.2133463836837294,0.11569693771655432,0.23254617927525034,0.24353375185129997,0.1706795735645749,0.09368704858749342,0.2027679081052549,0.19115654080030414
MAYC,AIM,Ridge,False,"{""alpha"": 10}",0.40440652414740597,13019,2492,0.21336105748711026,0.1156853912990497,0.23244060585467152,0.24353375185129997,0.17065210899953787,0.0936547526337459,0.2030244575040382,0.19115654080030414
MAYC,AIM,ElasticNet,False,"{""alpha"": 0.001, ""l1_ratio"": 0.1}",0.4044362634550447,13019,2492,0.21362899469037264,0.1156763399672587,0.23051160483140842,0.24353375185129997,0.17058272448502812,0.09335828226481778,0.20367240167312128,0.19115654080030414
MAYC,AIM,PLS,False,"{""components"": 64}",0.4045026430866296,13019,2492,0.21355160448982208,0.11581219545628743,0.23106902050177003,0.24353375185129997,0.17059378523187105,0.09360840953328692,0.20356912904039037,0.19115654080030414
MAYC,AIM,LinearSVR,False,"{""C"": 0.1, ""epsilon"": 0.1}",0.40451917296338036,13019,2492,0.2137641336221809,0.11598613953105025,0.22953776014714922,0.24353375185129997,0.1709198271975619,0.09383295258276254,0.20052191334877412,0.19115654080030414
MAYC,AIM,HistGradientBoosting,True,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",0.40370611248042654,13019,2492,0.2125470406588078,0.11644052085738807,0.2382862309931224,0.24353375185129997,0.17039193513415002,0.09373209145402193,0.20545272101111445,0.19115654080030414
MAYC,AIM,XGBoost,False,"{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.4038240023607073,13019,2492,0.21303510576002416,0.11674270653657154,0.23478401572999885,0.24353375185129997,0.17082340283779118,0.09402454813685568,0.20142370945994303,0.19115654080030414
MAYC,AIM,LightGBM,False,"{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.40378740803841845,13019,2492,0.21249810189830787,0.11622857751318026,0.23863695839972576,0.24353375185129997,0.17039371197582612,0.0935708196406414,0.2054361498972428,0.19115654080030414
